title,year,Id,Category
"Morphological variability, spatial distribution and abundance of Helicostomella species (Ciliophora: Tintinnina) in relation to environmental factors (Argentine shelf; 40-55 degrees S)",2009,212,"Habitat,Oceanography,Sm,"
"Genetic and morphological divergence at a biogeographic break in the beach-dwelling brooder Excirolana hirsuticauda Menzies (Crustacea, Peracarida)",2019,213,"Habitat,Larval_duration,Oceanography,Sm,Selection_incompatibility,"
Genetic divergence and larval dispersal in two spider crabs (Crustacea : Decapoda),2000,214,"Unknown,Sm,"
Regional and seasonal characteristics of epipelagic mesozooplankton in the Mediterranean Sea based on an artificial neural network analysis,2014,215,"Habitat,Oceanography,Sm,"
Reflections on the ballast water dispersal - harmful algal bloom paradigm,2007,216,"Unknown,Effort,Bg,"
"Population subdivision in marine environments: the contributions of biogeography, geographical distance and discontinuous habitat to genetic differentiation in a blennioid fish, Axoclinus nigricaudus",2001,217,"Habitat,Temperature,Sm,Salinity,"
Surfing the wave on a borrowed board: range expansion and spread of introgressed organellar genomes in the seaweed Fucus ceranoides L.,2010,218,"Misc,Historical,Sm,"
Delineating fish-habitat associations for spatially based management: an example from the south-eastern Australian continental shelf,2001,219,"Habitat,Sm,"
Seascape genetics of the New Zealand greenshell mussel: sea surface temperature explains macrogeographic scale genetic variation,2013,220,"Temperature,Sm,"
Monorchiids (Platyhelminthes: Digenea) of chaetodontid fishes (Perciformes): Biogeographical patterns in the tropical Indo-West Pacific,2012,221,"Larval_duration,Historical,Bg,"
"Hidden Floridian biodiversity: mitochondrial and nuclear gene trees reveal four cryptic species within the scorched mussel, Brachidontes exustus, species complex",2004,222,"Historical,Sm,"
Maintenance of genetic differentiation across a transition zone in the sea: discordance between nuclear and cytoplasmic markers,2005,223,"Historical,Sm,Selection_incompatibility,"
"EPIFAUNA OF SPONDYLUS-PRINCEPS-UNICOLOR (MOLLUSCA, BIVALVIA) IN PUERTO-ESCONDIDO, GULF OF CALIFORNIA, MEXICO",1993,224,"Habitat,Sm,"
Phylogeography of the snakeskin chiton Sypharochiton pelliserpentis (Mollusca: Polyplacophora) around New Zealand: are seasonal near-shore upwelling events a dynamic barrier to gene flow?,2011,225,"Larval_duration,Oceanography,Sm,"
"Five new species of cotylean flatworms (Platyhelminthes: Polycladida: Cotylea) from Oaxaca, southern Mexican Pacific",2020,226,"Effort,Sm,"
FEEDING ECOLOGY OF THE LOGGERHEAD SEA-TURTLE CARETTA-CARETTA IN THE NORTHWESTERN GULF OF MEXICO,1993,227,"Unknown,Other,Sm,"
"NEW SPECIES OF ZYZZYA, CORNULELLA, DAMIRIA, AND ACHELIDERMA (PORIFERA, POECILOSCLERIDA), WITH A REVIEW OF FISTULAR GENERA OF IOPHONIDAE",1994,228,"Unknown,Historical,Sm,"
Matching genetics with oceanography: directional gene flow in a Mediterranean fish species,2011,229,"Larval_duration,Oceanography,Sm,"
"Life-history features and oceanography drive phylogeographic patterns of the chiton Acanthochitona cf. rubrolineata (Lischke, 1873) in the northwestern Pacific",2020,230,"Larval_duration,Oceanography,Historical,Sm,"
Oceanography and ecology of the Aleutian Archipelago: spatial and temporal variation,2005,231,"Unknown,Sm,"
Phylogeography of the mud crab (Scylla serrata) in the Indo-West Pacific reappraised from mitochondrial molecular and oceanographic clues: transoceanic dispersal and coastal sequential colonization,2011,232,"Historical,Bg,"
"Pleistocene glaciation events shape genetic structure across the range of the American lobster, Homarus americanus",2009,233,"Larval_duration,Historical,Sm,"
The detection of spatial variation in widespread marine species: methods and bias in the analysis of population structure in the crown of thorns starfish (Echinodermata : Asteroidea),2000,234,"Unknown,Sm,"
Contemporary nuclear and mitochondrial genetic clines in a north temperate estuarine fish reflect Pleistocene vicariance,2011,235,"Oceanography,Historical,Sm,"
"Population distribution, connectivity and differentiation of Indo-Pacific humpback dolphins in Chinese waters: Key baselines for improving conservation management",2023,236,"Unknown,Sm,"
Phylogeographic structure and deep lineage diversification of the red alga Chondrus ocellatus Holmes in the Northwest Pacific,2015,237,"Historical,Sm,Selection_incompatibility,"
Features of the distribution of benthic tropical groups in the Laptev Sea,1998,238,"Habitat,Sm,"
The cryptic and the apparent reversed: lack of genetic differentiation within the morphologically diverse plexus of the planktonic foraminifer Globigerinoides sacculifer,2013,239,"Misc,Historical,Bg,"
Spatial and temporal patterns in larval supply at hydrothermal vents in the northeast Pacific Ocean,2004,240,"Deep_sea,Larval_duration,Oceanography,Historical,Sm,"
"First record of the recently described Korean bryozoan Primavelans glabricollaris Min, Chae, Yang, Noh, Lee & Seo, 2021 (Cheilostomatida: Pacificincolidae) from the North-east Atlantic",2022,241,"Habitat,Invasive,Sm,"
"Ecological relevance of laboratory determined temperature limits: colonization potential, biogeography and resilience of Antarctic invertebrates to environmental change",2010,242,"Larval_duration,Temperature,Climate_change,Sm,"
Species delimitation and mitogenome phylogenetics in the subterranean genus Pseudoniphargus (Crustacea: Amphipoda),2018,243,"Historical,Bg,"
"Records of the gadoid fish Arctogadus glacialis (Peters, 1874) in the European Arctic",2009,244,"Unknown,Sm,"
What is natural? The scale of cryptogenesis in the North Atlantic Ocean,2012,245,"Invasive,Bg,"
An analytically derived delineation of the West African Coastal Province based on bivalves,2022,246,"Unknown,Habitat,Sm,"
Ancient divergences and recent connections in two tropical Atlantic reef fishes Epinephelus adscensionis and Rypticus saponaceous (Percoidei : Serranidae),2003,247,"Historical,Bg,"
Alien Decapod Crustaceans in the Southwestern Atlantic Ocean,2011,248,"Effort,Invasive,Sm,"
"Restoration of the taxon Lycodes marisalbi, with notes on its disjunct Arctic distribution",2000,249,"Unknown,Sm,"
"Distribution patterns and habitat suitability of the non-native brittle star Ophiothela mirabilis Verrill, 1867 along the Western Atlantic",2021,250,"Habitat,Invasive,Bg,"
Distribution of a Coastal Delphinid Under the Impact of Long-Term Habitat Loss: Indo-Pacific Humpback Dolphins off Taiwan's West Coast,2017,251,"Habitat,Climate_change,Sm,"
Genetic discontinuities in a dominant mangrove Rhizophora apiculata (Rhizophoraceae) in the Indo-Malesian region,2016,252,"Oceanography,Historical,Sm,"
Invasion genetics of the Ciona intestinalis species complex: from regional endemism to global homogeneity,2010,253,"Invasive,Bg,"
Missing in the Middle: A Review of Equatorially Disjunct Marine Taxa,2021,254,"Competition,Misc,Historical,Bg,"
Introduced and native populations of a marine parasitic castrator: Variation in prevalence of the rhizocephalan Loxothylacus panopaei in xanthid crabs,1997,255,"Invasive,Other,Sm,"
Genomic mechanisms of evolved physiological plasticity in killifish distributed along an environmental salinity gradient,2011,256,"Misc,Sm,Salinity,"
Congruence between fine-scale genetic breaks and dispersal potential in an estuarine seaweed across multiple transition zones,2020,257,"Oceanography,Historical,Sm,"
Species replacement along a linear coastal habitat: phylogeography and speciation in the red alga Mazzaella laminarioides along the south east pacific,2012,258,"Habitat,Historical,Sm,"
"TAXONOMY AND GEOGRAPHIC-VARIATION OF PYURA-MICROCOSMUS (SAVIGNY) FROM LUSITANIAN WATERS AND THE RED-SEA (UROCHORDATA, ASCIDIACEA)",1993,259,"Unknown,Historical,Sm,"
Reproductive strategies and population genetic structure of Fucus spp. across a northeast Atlantic biogeographic transition,2017,260,"Larval_duration,Oceanography,Sm,"
"The Indo-Pacific nudibranch Baeolidia moebii Bergh, 1888 in Greece, with the first documented spawning aggregation in the Mediterranean Sea",2022,261,"Unknown,Effort,Bg,"
Comparison of population-genetic structuring in congeneric kelp- versus rock-associated snails: a test of a dispersal-by-rafting hypothesis,2011,262,"Habitat,R,Sm,"
Some Aspects of the Walleye Pollock (Theragra chalcogramma) Biology and Fishery Related to the Size and Age Structure in the Southwestern Chukchi Sea,2022,263,"Behavior,Habitat,Sm,"
"Predicting consequences of climate change for ecosystem functioning: variation across trophic levels, species and individuals",2015,264,"Competition,Misc,Temperature,Sm,"
"Record of Bodianus rubrisos Gomon, 2006 from the northern Red Sea, previously misidentified as B. leucosticticus (non Bennett) or B. trilineatus (non Fowler) (Labridae)",2016,265,"Unknown,Deep_sea,Effort,Bg,"
"Population structure, gene flow, and historical demography of a small coastal shark (Carcharhinus isodon) in US waters of the Western Atlantic Ocean",2016,266,"Behavior,Habitat,Historical,Sm,"
"Oceanic islands and seamounts as staging posts for Copepoda Harpacticoida (Crustacea) - Shallow-water Paramesochridae Lang, 1944 from the North-East Atlantic Ocean, including the (re-)description of three species and one subspecies from the Madeiran Archipelago",2015,267,"Effort,Bg,"
"Recent changes in the distribution of a marine gastropod, Patella rustica Linnaeus, 1758, and their relationship to unusual climatic events",2006,268,"Oceanography,Temperature,Climate_change,Sm,"
"The predatory Atlantic red drum, Sciaenops ocellatus, has invaded the western Taiwanese coast in the Indo-West Pacific",2010,269,"Invasive,Bg,"
Population genetic consequences of larval dispersal mode and hydrography: a case study with bryozoans,2001,270,"Larval_duration,Oceanography,Sm,"
Inferring potential barriers to gene flow in tropical populations of Avicennia germinans,2020,271,"Oceanography,Sm,"
"Marine biogeographical disjunction in temperate Australia: historical landbridge, contemporary currents, or both?",2008,272,"Oceanography,Historical,Sm,Selection_incompatibility,"
Modeling the spatial and temporal population dynamics of the copepod Centropages typicus in the northwestern Mediterranean Sea during the year 2001 using a 3D ecosystem model,2014,273,"Oceanography,Sm,"
"Demographic history, not larval dispersal potential, explains differences in population structure of two New Zealand intertidal species",2021,274,"Historical,Sm,"
Marine landscape shapes hybrid zone in a broadcast spawning bivalve: introgression and genetic structure in Canadian west coast Mytilus,2010,275,"Oceanography,Sm,Selection_incompatibility,"
Patterns of extensive genetic differentiation and variation among European harbor seals (Phoca vitulina vitulina) revealed using microsatellite DNA polymorphisms,1998,276,"Behavior,Habitat,Historical,Sm,"
"Morphological and molecular evidences within Osmundea (Ceramiales, Rhodophyta) from the Canary Islands, eastern Atlantic Ocean",2012,277,"Unknown,Sm,"
Distribution of angel sharks (Squatinidae) in United States waters of the western North Atlantic Ocean,2018,278,"Oceanography,Temperature,Sm,Salinity,"
"Divergence and zoogeography of mole crabs, Emerita spp (Decapoda: Hippidae), in the Americas",1996,279,"Historical,Bg,"
"Lineage splitting, secondary contacts and genetic admixture of a widely distributed marine invertebrate",2017,280,"Historical,Sm,"
Insights on stock structure of round sardinella Sardinella aurita off north-west Africa based on otolith shape analysis,2016,281,"Oceanography,Sm,"
Geographic distribution and predation of Porites lobata (Anthozoa : Scleractinia) along the western Mexican coast,1999,282,"Larval_duration,Oceanography,Sm,"
"Reassessment of the franciscana Pontoporia blainvillei (Gervais & d'Orbigny, 1844) distribution and niche characteristics in Brazil",2018,283,"Competition,Habitat,Misc,Sm,"
Long-distance island hopping without dispersal stages: transportation across major zoogeographic barriers in a Southern Ocean isopod,2010,284,"Deep_sea,Oceanography,Bg,"
"First report of Reticulocaulis mucosissimus (Naccariaceae, rhodophyta) for the Atlantic Ocean",2006,285,"Effort,Bg,"
"Molecular systematics of the 'Navanax aenigmaticus' species complex (Mollusca, Cephalaspidea): coming full circle",2012,286,"Bg,"
The distribution of hydroid sibling species estuaries in the Gulf of Maine,1998,287,"Larval_duration,Historical,Sm,"
THERMAL ECOTYPES OF AMPHI-ATLANTIC ALGAE .2. COLD-TEMPERATE SPECIES (FURCELLARIA-LUMBRICALIS AND POLYIDES-ROTUNDUS),1990,288,"Historical,Bg,"
Latitudinal regionalization of epibenthic macroinvertebrate communities on rocky reefs in the Gulf of California,2016,289,"Oceanography,Sm,"
"Placing the Floridian marine genetic disjunction into a regional evolutionary context using the scorched mussel, Brachidontes exustus, species complex",2005,290,"Competition,Oceanography,Historical,Sm,"
Historical Biogeography of Delphininae Dolphins and Related Taxa (Artiodactyla: Delphinidae),2018,291,"Oceanography,Historical,Bg,"
"PATTERNS OF GENE FLOW AND GENETIC-DIVERGENCE IN THE NORTHEASTERN PACIFIC CLINIDAE (TELEOSTEI, BLENNIOIDEI), BASED ON ALLOZYME AND MORPHOLOGICAL DATA",1991,292,"Oceanography,Sm,"
Climate hindcasts: exploring the disjunct distribution of Diopatra biscayensis,2016,293,"Invasive,Sm,"
Small-scale genetic structure of Cerastoderma glaucum in a lagoonal environment: potential significance of habitat discontinuity and unstable population dynamics,2013,294,"Habitat,Sm,"
"Genetic diversity hotspot of the amphi-Pacific macroalga Gloiopeltis furcatasensulato (Gigartinales, Florideophyceae)",2020,295,"Habitat,Sm,"
Few and far apart: integrative taxonomy of Australian species of Gladiobela and Pagodibela (Conoidea : Raphitomidae) reveals patterns of wide distributions and low abundance,2021,296,"Deep_sea,Effort,Habitat,Sm,"
THE MARINE EAST-INDIES - CENTER OF ORIGIN,1992,297,"Misc,nogap,"
Latitudinal patterns in abundance and life-history traits of the mole crab Emerita brasiliensis on South American sandy beaches,2004,298,"Habitat,Temperature,Sm,"
The connectivity of Mytilus galloprovincialis in northern Morocco: A gene flow crossroads between continents,2015,299,"Oceanography,Sm, "
"New record of Lithodidae (Crustacea Decapoda, Anomura) from the Antarctic (Bellingshausen Sea)",2005,300,"Effort,Climate_change,Sm,"
"Introduced or glacial relict? Phylogeography of the cryptogenic tunicate Molgula manhattensis (Ascidiacea, Pleurogona)",2011,301,"Invasive,Bg,"
"Oceanic dispersal barriers, adaptation and larval retention: an interdisciplinary assessment of potential factors maintaining a phylogeographic break between sister lineages of an African prawn",2008,302,"Larval_duration,Oceanography,Temperature,Sm,"
Galaxias maculatus: An explanation of its biogeography,1996,303,"Larval_duration,Oceanography,Bg,"
"Phylogeographic structuring of the amphidromous shrimp Atya scabra (Crustacea, Decapoda, Atyidae) unveiled by range-wide mitochondrial DNA sampling",2019,304,"Larval_duration,Oceanography,Historical,Bg,"
"Discontinuous distribution of Alepisaurus ferox Lowe, 1833 (Alepisauridae, Teleostei) in the Indian EEZ as revealed by the tuna longline survey",2010,305,"Oxygen,Sm,"
Genetic diversity and population structure in two species of sea cucumber: differing patterns according to mode of development,1998,306,"Larval_duration,Oceanography,Historical,Sm,"
"Tethyan relicts on continental coastlines of the northwestern Pacific Ocean and Australasia: molecular phylogeny and fossil record of batillariid gastropods (Caenogastropoda, Cerithioidea)",2009,307,"Historical,Bg,"
Evolutionary history of the seagrass genus Posidonia,2011,308,"Historical,Bg,"
Environmental factors influencing the distribution of southern right whales (Eubalaena australis) on the south coast of South Africa I: Broad scale patterns,2004,309,"Behavior,Habitat,Sm,"
"Integrative taxonomy of the Felimare californiensis and F. ghiselini species complex (Nudibranchia: Chromodorididae), with description of a new species from Peru",2017,310,"Historical,Bg,"
Biogeography of Alaskan seaweeds,2006,311,"Historical,Sm,"
"The supergiant amphipod Alicella gigantea (Crustacea: Alicellidae) from hadal depths in the Kermadec Trench, SW Pacific Ocean",2013,312,"Deep_sea,Effort,Bg,"
Phylogeny of cardiid bivalves (cockles and giant clams): revision of the Cardiinae and the importance of fossils in explaining disjunct biogeographical distributions,2002,313,"Effort,Bg,"
"On the identity of Prodelphinus petersii Lutken, 1889 and records of dusky dolphin Lagenorhynchus obscurus (Gray, 1828) from the southern Indian and Atlantic oceans",1995,314,"Unknown,Bg,"
Mitochondrial DNA sequence analysis from multiple gene fragments reveals genetic heterogeneity of Crassostrea ariakensis in East Asia,2014,315,"Historical,Sm,"
Phylogenetic relationships of crown conchs (Melongena spp.): the corona complex simplified,2009,316,"Unknown,Sm,"
Repeated trans-Arctic invasions in littoral bivalves: molecular zoogeography of the Macoma balthica complex,2003,317,"Historical,Bg,"
Comparative phylogeography of reef fishes from the Gulf of Aden to the Arabian Sea reveals two cryptic lineages,2017,318,"Oceanography,Temperature,Historical,Sm,"
"Introduced and native Phlebobranch and Stolidobranch solitary ascidians (Tunicata: Ascidiacea) around Salvador, Bahia, Brazil",2012,319,"Invasive,Bg,"
"EARLY-LIFE HISTORIES, OCEAN CURRENTS, AND THE POPULATION-GENETICS OF CARIBBEAN REEF FISHES",1995,320,"Unknown,Larval_duration,Oceanography,Historical,Sm,"
"First record of Hydrolagus melanophasma James, Ebert, Long & Didier, 2009 (Chondrichthyes, Chimaeriformes, Holocephali) from the southeastern Pacific Ocean",2012,321,"Unknown,Sm,"
Competition between hardwood hammocks and mangroves,2007,322,"Oceanography,Sm,Salinity,"
"Evidence of large, local variations in recruitment and mortality in the small giant clam, Tridacna maxima, at Ningaloo Marine Park, Western Australia",2011,323,"Unknown,Habitat,Larval_duration,Misc,Sm,"
Genetic relationships of Mytilus galloprovincialis Lamarck populations worldwide: evidence from nuclear-DNA markers,2000,324,"Invasive,Bg,"
Phylogeography of New Zealand's coastal benthos,2009,325,"Larval_duration,Oceanography,Sm,"
Microsatellite variation in ringed seals (Phoca hispida): genetic structure and history of the Baltic Sea population,2001,326,"Historical,Sm,"
"Genetic affinities and biogeography of putative Levantine-endemic seaweed Treptacantha rayssiae (Ramon) M.Mulas, J.Neiva & A.Israel, comb. nov. (Phaeophyceae)",2020,327,"Effort,Sm,"
TRACKING DISPERSAL ROUTES - PHYLOGEOGRAPHY OF THE ARCTIC ANTARCTIC DISJUNCT SEAWEED ACROSIPHONIA-ARCTA (CHLOROPHYTA),1994,328,"Misc,Historical,Bg,"
A first account of the semi-endophytic coralline algae Lithophyllum cuneatum from the Caribbean Sea and its evolutionary and biogeographic significance,2022,329,"Historical,Bg,"
"A new species of Asterodiscides (Echinodermata, Asteroidea, Asterodiscididae) from the tropical southwest Pacific, and the biogeography of the genus revisited",2009,330,"Effort,Sm,"
"Assessing effects of genetic, environmental, and biotic gradients in species distribution modelling",2019,331,"Competition,Habitat,Temperature,Sm,"
A tropical/subtropical biogeographic disjunction in southeastern Africa separates two evolutionarily significant units of an estuarine prawn,2009,332,"Habitat,Larval_duration,Oceanography,Temperature,Sm,"
Avoiding current oversights in marine reserve design,2003,333,"Behavior,Larval_duration,Oceanography,Sm,"
Barcoding of arrow worms (Phylum Chaetognatha) from three oceans: Genetic diversity and evolution within an enigmatic phylum,2010,334,"Unknown,Bg,"
Applying landscape metrics to species distribution model predictions to characterize internal range structure and associated changes,2023,335,"Competition,Habitat,Oceanography,Climate_change,Sm,"
"Assessment of genetic and phenotypic diversity of the giant kelp, Macrocystis pyrifera, to support breeding programs",2018,336,"Habitat,Sm,"
Across-shelf distribution of blue mussel larvae in the northern Gulf of Maine: consequences for population connectivity and a species range boundary,2015,337,"Larval_duration,Oceanography,Sm,"
"Another dolphin in peril? Photo-identification, occurrence, and distribution of the endangered Indian Ocean humpback dolphin (Sousa plumbea) in Algoa Bay",2018,338,"Unknown,Sm,"
"Asymmetric oceanographic processes mediate connectivity and population genetic structure, as revealed by RADseq, in a highly dispersive marine invertebrate (Parastichopus californicus)",2018,339,"Larval_duration,Oceanography,Sm,"
"Alien amphipods in a sea of troubles: cryptogenic species, unresolved taxonomy and overlooked introductions",2017,340,"Invasive,Bg,"
"Affinities of the family Sollasellidae (Porifera, Demospongiae). I. Morphological evidence",2006,341,"Unknown,Bg,"
"A new species of Nezumia (Gadiformes : Macrouridae) from Fieberling Guyot, eastern North Pacific Ocean",2001,342,"Historical,Bg,"
Areas of endemism in the Southwestern Atlantic Ocean based on the distribution of benthic hydroids (Cnidaria: Hydrozoa),2015,343,"Habitat,Oceanography,Temperature,Historical,Sm,"
Asymmetric dispersal of southern bull-kelp (Durvillaea antarctica) adults in coastal New Zealand: testing an oceanographic hypothesis,2010,344,"Unknown,Habitat,Oceanography,Sm,"
"A comparative study of populations of Ectopleura crocea and Ectopleura ralphi (Hydrozoa, Tubulariidae) from the Southwestern Atlantic Ocean",2014,345,"Invasive,Bg,"
Vicariance Biogeography,2001,346,"Misc,Historical,Bg,"
The trans-Pacific zipper effect: disjunct sister taxa and matching geological outlines that link the Pacific margins: The trans-Pacific zipper effect,2003,347,"Historical,Bg,"
Global mitochondrial DNA phylogeography and biogeographic history of the antitropically and longitudinally disjunct marine bryozoan Membranipora membranacea L. (Cheilostomata): Another cryptic marine sibling species complex?,2008,348,"Oceanography,Temperature,Historical,Bg,"
Convergent evolution of ecomorphological adaptations in geographically isolated Bay gobies (Teleostei: Gobionellidae) of the temperate North Pacific,2014,349,"Historical,Bg,"
The Pacific palaeogeography of Rhizophora mangle L. (Rhizophoraceae),1991,350,"Larval_duration,Historical,Bg,"
Glacial vicariance drives phylogeographic diversification in the amphi-boreal kelp Saccharina latissima,2018,351,"Historical,Bg,"
Genetic diversity and differentiation among high-latitude broadcast-spawning coral populations disjunct from the core range,2013,352,"Unknown,Larval_duration,Oceanography,Bg,"
Out-of-the tropics or trans-tropical dispersal? The origins of the disjunct distribution of the gooseneck barnacle Pollicipes elegans,2015,353,"Habitat,Oceanography,Temperature,Historical,Bg,"
Does the recruitment of a non-native mussel in native eelgrass habitat explain their disjunct adult distributions?: Juvenile non-native mussels in eelgrass,2005,354,"Behavior,Competition,Invasive,Sm,"
Temperature ecotypes and biogeography of Acrosiphoniales (Chlorophyta) with Arctic-Antarctic disjunct and Arctic/cold-temperature distributions,1995,355,"Temperature,Historical,Bg,"
"Status, morphology, and phylogenetic relationships of <i>Iyengaria</i> (Scytosiphonaceae, Phaeophyceae), a brown algal genus with a disjunct distribution in the Indian Ocean",2020,356,"Unknown,Bg,"
Distinguishing between dispersal and vicariance: A novel approach using anti‐tropical taxa across the fish Tree of Life,2021,357,"Habitat,Historical,Bg,"
TEMPERATURE RESPONSES OF DISJUNCT TEMPERATE BROWN ALGAE INDICATE LONG-DISTANCE DISPERSAL OF MICROTHALLI ACROSS THE TROPICS,1992,358,"Temperature,Historical,Bg,"
Range expansion and complete mitochondrial genome of the highfin blenny (Lupinoblennius nicholsi),2022,359,"Effort,Sm,"
Genetic patterns in peripheral marine populations of the fusilier fish <i>Caesio cuning</i> within the Kuroshio Current,2018,360,"Habitat,Larval_duration,Oceanography,Sm,Selection_incompatibility,"
Conservation priorities for peripheral species: the example of British Columbia,2004,361,"Climate_change,Sm,"
Arctic-Antarctic disjunctions in the benthic seaweeds Acrosiphonia arcta (Chlorophyta) and Desmarestia viridis/willii (Phaeophyta) are of recent origin,1993,362,"Misc,Historical,Bg,"
"Ribosomal DNA shows extremely low genetic divergence in a world-wide distributed, but disjunct and highly adapted marine protozoan (Virgulinella fragilis, Foraminiferida)",2009,363,"Unknown,Misc,Historical,Bg,"
Beyond area relationships: Extinction and recolonization in molecular marine biogeography,1998,364,"Habitat,Historical,Sm,Selection_incompatibility,"
Rafting dispersal in a brooding southern sea star (Asteroidea : Anasterias),2018,365,"Oceanography,R,Sm,"
"Incipient speciation of Catostylus mosaicus (Scyphozoa, Rhizostomeae, Catostylidae), comparative phylogeography and biogeography in south-east Australia",2005,366,"Temperature,Historical,Sm,"
Molecular phylogeography reveals multiple Pleistocene divergence events in estuarine crabs from the tropical West Pacific,2022,367,"Oceanography,Historical,Sm,"
Discordant distribution of populations and genetic variation in a sea star with high dispersal potential,2009,368,"Unknown,Oceanography,Historical,Sm,"
"Mapping aquatic faunal exchanges across the Sunda shelf, South-East Asia, using distributional and genetic data sets from the cyprinid fish Barbodes gonionotus (Bleeker, 1850)",2004,369,"Historical,Sm,"
Delineating management units for Pacific cod (Gadus macrocephalus) in the Sea of Japan,2019,370,"Habitat,Larval_duration,Oceanography,Temperature,Historical,Sm,"
Population genetic structure of Patagonian toothfish (Dissostichus eleginoides) in the Southeast Pacific and Southwest Atlantic Ocean,2018,371,"Deep_sea,Habitat,Larval_duration,Sm,"
Phylogeography of the planktonic chaetognath Sagitta setosa reveals isolation in European seas,2004,372,"Habitat,Historical,Sm,"
Thermal selection as a driver of marine ecological speciation,2019,373,"Temperature,Sm,"
Phylogeography in coastal marine animals: A solution from California?,2001,374,"Habitat,Larval_duration,Oceanography,Historical,Sm,"
DNA taxonomy confirms the identity of the widely-disjunct mediterranean and atlantic populations of the tufted ghost crab ocypode cursor (Crustacea: Decapoda: Ocypodidae),2019,375,"Historical,Climate_change,Sm,"
Highly restricted gene flow between disjunct populations of the skunk clownfish (Amphiprion akallopisos) in the Indian Ocean,2017,376,"Habitat,Larval_duration,Historical,Bg,"
Genetic diversity and restricted genetic connectivity in an endangered marine fish (Brachionichthys hirsutus) provides a model for conservation management in related and data-deficient species,2021,377,"Behavior,Habitat,Sm,"
Comparative population genetics and demographic history of two polychaete species suggest that coastal lagoon populations evolve under alternate regimes of gene flow,2018,378,"Habitat,Larval_duration,Historical,Oxygen,Sm,"
Phylogeographic heterogeneity of the brown macroalga Sargassum horneri (Fucaceae) in the northwestern Pacific in relation to late Pleistocene glaciation and tectonic configurations,2011,379,"Oceanography,Historical,Sm,"
Distribution and habitat characteristics of dolphins of the genus Stenella (Cetacea: Delphinidae) in the southwest Atlantic Ocean,2005,380,"Behavior,Habitat,Oceanography,Temperature,Sm,"
Evaluating connectivity in the brooding brittle star Astrotoma agassizii across the drake passage in the Southern Ocean,2008,381,"Habitat,Larval_duration,Oceanography,Sm,"
"Phylogeography and cryptic introduction of the ragworm Hediste diversicolor (Annelida, Nereididae) in the Northwest Atlantic",2014,382,"Invasive,Sm,"
"An integrated ecological, genetic and geological assessment of long-distance dispersal by invertebrates on kelp rafts",2018,383,"Oceanography,R,Sm,"
A biogeographical perspective of the deep-sea hydrothermal vent fauna,1998,384,"Unknown,Deep_sea,Historical,Sm,"
Genetic similarity of disjunct populations of the giant sea bass Stereolepis gigas,2007,385,"Historical,Sm,"
"The marine otter Lontra felina (Molina, 1782): A review of its present status and implications for future conservation",2012,386,"Unknown,Habitat,Sm,"
"Genetic divergence of peripherally disjunct populations of the gastropod Batillariella estuarina in the Houtman Abrolhos Islands, Western Australia",2001,387,"Habitat,Larval_duration,Sm,"
Limited success of the non-indigenous bivalve clam Rangia cuneata in the Lithuanian coastal waters of the Baltic Sea and the Curonian Lagoon,2019,388,"Invasive,Sm,"
"Inland-water calanoid copepods of Kangaroo, King and Flinders Islands: Biogeography and ecology",1996,389,"Historical,Sm,"
Geographic range limitation of the intertidal gastropods Littorina sitkana and L. planaxis,1976,390,"Competition,Habitat,Larval_duration,Oceanography,Sm,"
Temperature Ecotypes in Seaweeds: Adaptive Significance and Biogeographic Implications,1994,391,"Temperature,Historical,Sm,"
Evolutionary and biogeographical patterns of barnacles from deep-sea hydrothermal vents,2015,392,"Deep_sea,Historical,Sm,"
Evolution and paleobiogeography of mangroves,2019,393,"Habitat,Historical,Bg,"
Benthic biome of the southern ocean: Present state of knowledge and future perspectives,2022,394,"Temperature,Historical,Sm,"
The evolutionary history of the goby Elacatinus puncticulatus in the tropical eastern pacific: Effects of habitat discontinuities and local environmental variability,2019,395,"Habitat,Oceanography,Historical,Sm,"
"Disjunct Sea of Cortez-pacific ocean Gillichthys mirabilis populations and the evolutionary origin of their Sea of Cortez endemic relative, Gillichthys seta",2001,396,"Historical,Sm,"
Genetic structure of Patagonian toothfish populations from otolith DNA,2016,397,"Unknown,Behavior,Sm,"
"Taxonomic Status of the Okhotsk Lumpsucker Eumicrotremus ochotonensis (Cyclopteridae, Cottoidei) with Redescription of E. derjugini",2019,398,"Unknown,Sm,"
"Todaropsis eblanae, lesser flying squid",2013,399,"Unknown,Sm,"
Unexpected mosaic distribution of two hybridizing sibling lineages in the teleplanically dispersing snail Stramonita haemastoma suggests unusual postglacial redistribution or cryptic invasion,2017,400,"Invasive,Sm,Selection_incompatibility,"
"Oysters of the Conch Republic (Florida Keys): A molecular phylogenetic study of Parahyotissa mcgintyi, Teskeyostrea weberi and Ostreola equestris",2004,401,"Historical,Sm,"
Origin of Macquarie Island echinoderms,1998,402,"Habitat,Larval_duration,Historical,Sm,"
Factors influencing biogeographic patterns of Australasian centropagid copepods,1991,403,"Historical,Bg,"
Tempo and mode of speciation in the Baja California disjunct fish species Anisotremus davidsonii,2005,404,"Habitat,Historical,Sm,"
Composition and biogeography of hydrothermal vent communities in western pacific back-arc basins,2006,405,"Unknown,Deep_sea,Oceanography,Historical,Sm,"
Phylogeographical disjunction in abundant high-dispersal littoral gastropods,2005,406,"Unknown,Habitat,Historical,Sm,"
